event,sentence
"('Durant,Kevin', 'pts', '10')",PLAYER_LAST last scored under STAT points on Feb.
"('Westbrook,Russell', 'pts', '27')",PLAYER_FIRST PLAYER_LAST had STAT points to lead the Thunder to a 103 91 victory over Philadelphia on Friday night.
"('Chandler,Wilson', 'pts', '20')","PLAYER_FIRST Chandler, who scored 10 straight Denver points in a two minute span in the third quarter, led the Nuggets with STAT points."
"('Humphries,Kris', 'pts', '20')","PLAYER_FIRST PLAYER_LAST scored STAT points, Rasual Butler and Kevin Seraphin each had 16."
"('Wall,John', 'pts', '9')"," PLAYER_FIRST PLAYER_LAST narrowly missed a triple double with STAT points, _STAT_ assists and eight rebounds."
"('Wall,John', 'ast', '12')", PLAYER_FIRST PLAYER_LAST narrowly missed a triple double with nine STAT assists and eight rebounds.
"('Wall,John', 'trb', '8')", PLAYER_FIRST PLAYER_LAST narrowly missed a triple double with nine _STAT_ assists and STAT rebounds.
"('Beal,Bradley', 'pts', '14')","Marcin Gortat had 15, PLAYER_FIRST PLAYER_LAST had STAT and Pierce had 11."
"('Pierce,Paul', 'pts', '11')","Their 13 5 record has particularly impressed PLAYER_FIRST Pierce, who was with STAT playoff teams and one that won the NBA championship."
"('DEN', 'fg3', '5')",TIP INS: Nuggets: C JaVale McGee returned after missing five straight games with a left leg injury.
"('Hill,Jordan', 'fg3', '0')",PLAYER_FIRST PLAYER_LAST gave Los Angeles a 3 STAT lead with a three point play.
"('Hill,Jordan', 'fg3', '0')",PLAYER_FIRST PLAYER_LAST gave Los Angeles a 3 STAT lead with a three point play.
"('Rondo,Rajon', 'fg3', '0')",The Celtics had used a 10 STAT run to take a 25 9 lead on Rondo's layup.
"('Young,James', 'fg', '0')", The Lakers had cut a 92 78 deficit to 92 83 with 7:49 remaining on a three point play by Nick Young.
"('Young,James', 'fg3', '0')", The Lakers had cut a 92 78 deficit to 92 83 with 7:49 remaining on a three point play by Nick Young.
"('Young,James', 'pts', '0')", The Lakers had cut a 92 78 deficit to 92 83 with 7:49 remaining on a three point play by Nick Young.
"('Zeller,Tyler', 'pts', '24')",STON    PLAYER_FIRST PLAYER_LAST scored a career high STAT points and he can thank Rajon Rondo for most of them.
"('Rondo,Rajon', 'pts', '12')"," PLAYER_LAST finished with STAT points, _STAT_ assists and eight rebounds."
"('Rondo,Rajon', 'ast', '16')", PLAYER_LAST finished with 12 STAT assists and eight rebounds.
"('Rondo,Rajon', 'trb', '8')", PLAYER_LAST finished with 12 _STAT_ assists and STAT rebounds.
"('Green,Jeff', 'pts', '19')","""It was important for us to make sure that we had a fresh guy on him,"" said Green, who finished with STAT points."
"('Clarkson,Jordan', 'pts', '3')",PLAYER_FIRST Hill gave Los Angeles a STAT 0 lead with a STAT point play.
"('Clarkson,Jordan', 'pts', '3')",PLAYER_FIRST Hill gave Los Angeles a STAT 0 lead with a STAT point play.
"('ATL', 'ast', '22')","     TIP INS Hawks: Atlanta, third in the NBA with 25.5 assists per game, had _STAT_ assists on 35 baskets."
"('ATL', 'fg', '35')","     TIP INS Hawks: Atlanta, third in the NBA with 25.5 assists per game, had _STAT_ assists on 35 baskets."
"('BRK', 'fg3', '3')",Brooklyn is yet to win three straight games in December since the 1992 93 season.
"('Lopez,Brook', 'fg3', '0')",PLAYER_LAST ended Brooklyn's scoring drought with a three point play.
"('BRK', 'fg3', '3')",Lopez ended Brooklyn's scoring drought with a three point play.
"('Jones,James', 'pts', '8')",PLAYER_FIRST PLAYER_LAST came off the bench to score STAT points in the second as Cleveland led 51 44 at halftime.
"('Irving,Kyrie', 'pts', '15')"," Tristan Thompson set season highs with _STAT_ points and _STAT_ rebounds while PLAYER_LAST scored STAT for Cleveland, unbeaten since that Nov."
"('Johnson,Amir', 'fg', '11')"," James PLAYER_LAST scored STAT for the Raptors, who failed to win their third straight home meeting with Cleveland."
"('CLE', 'fg3', '9')",Cleveland is 9 3 against Eastern Conference opponents.
"('Thompson,Tristan', 'pts', '21')"," PLAYER_FIRST PLAYER_LAST set season highs with STAT points and _STAT_ rebounds while Irving scored 15 for Cleveland, unbeaten since that Nov."
"('Thompson,Tristan', 'trb', '14')"," PLAYER_FIRST PLAYER_LAST set season highs with STAT rebounds while Irving scored 15 for Cleveland, unbeaten since that Nov."
"('Irving,Kyrie', 'fg3', '1')","""We definitely owed them STAT tonight,"" Cleveland guard PLAYER_FIRST PLAYER_LAST said."
"('Johnson,Amir', 'pts', '27')",PLAYER_FIRST PLAYER_LAST scored a season high STAT points and Kyle Lowry had 22 as Toronto lost for the third time in five games.
"('CLE', 'fg3', '9')","Amir Johnson scored _STAT_ in the first but Love had nine for the Cavaliers, who led 30 21 after one."
"('Jones,James', 'pts', '8')","After a Cleveland timeout, PLAYER_FIRST pushed the lead back to STAT with a jumper."
"('Lowry,Kyle', 'pts', '22')",Amir Johnson scored a season high _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT as Toronto lost for the third time in five games.
"('Johnson,James', 'pts', '11')"," PLAYER_FIRST PLAYER_LAST scored STAT for the Raptors, who failed to win their third straight home meeting with Cleveland."
"('CLE', 'orb', '15')"," Tristan Thompson set season highs with _STAT_ rebounds while Irving scored 15 for Cleveland, unbeaten since that Nov."
"('Johnson,James', 'fg', '5')",Amir PLAYER_LAST scored a season high Kyle Lowry had 22 as Toronto lost for the third time in STAT games.
"('MEM', 'fg3', '5')"," Memphis was within five in the third, but consecutive 3 pointers from Marco Belinelli and Ginobili, extended the lead back to double digits."
"('Ginobili,Manu', 'fg', '5')"," Memphis was within STAT in the third, but consecutive 3 pointers from Marco Belinelli and Ginobili, extended the lead back to double digits."
"('Ginobili,Manu', 'fg3', '5')"," Memphis was within STAT in the third, but consecutive 3 pointers from Marco Belinelli and Ginobili, extended the lead back to double digits."
"('Joseph,Cory', 'pts', '12')","PLAYER_FIRST PLAYER_LAST had STAT points, including 10 in the fourth quarter to thwart several Memphis rallies."
"('Green,Danny', 'pts', '16')"," PLAYER_FIRST PLAYER_LAST added STAT points, while Tony Parker matched Duncan's 14 points."
"('Duncan,Tim', 'pts', '14')"," Danny Green added 16 points, while Tony Parker matched Duncan's STAT points."
"('Parker,Tony', 'pts', '14')"," Danny Green added 16 points, while PLAYER_FIRST PLAYER_LAST matched Duncan's STAT points."
"('Conley,Mike', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists for Memphis, which dropped its second straight."
"('Conley,Mike', 'ast', '10')"," PLAYER_FIRST PLAYER_LAST had STAT assists for Memphis, which dropped its second straight."
"('Prince,Tayshaun', 'fg', '8')","PLAYER_FIRST PLAYER_LAST finished with 20, connecting on STAT of 11 shots, including all four from outside the arc."
"('Prince,Tayshaun', 'fg3', '4')","PLAYER_FIRST PLAYER_LAST finished with 20, connecting on 8 of 11 shots, including all STAT from outside the arc."
"('Young,Thaddeus', 'pts', '19')","PLAYER_FIRST PLAYER_LAST had STAT points for the Timberwolves, the last two coming with 15.9 seconds to go in overtime to tie the game at 112."
"('HOU', 'pts', '114')", seconds to go in overtime that helped the Rockets escape with a 114 112 victory over the Timberwolves on Friday night.
"('MIN', 'pts', '112')", seconds to go in overtime that helped the Rockets escape with a 114 112 victory over the Timberwolves on Friday night.
"('Ariza,Trevor', 'pts', '17')",    TIP INS Rockets: PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds in 44 minutes.
"('Ariza,Trevor', 'trb', '9')",    TIP INS Rockets: PLAYER_FIRST PLAYER_LAST had STAT rebounds in 44 minutes.
"('Brewer,Corey', 'fg', '5')","All STAT Wolves starters scored in double figures, including 15 seven rebounds and six assists for Brewer."
"('Brewer,Corey', 'pts', '15')","All five Wolves starters scored in double figures, including STAT points, seven rebounds and six assists for Brewer."
"('Brewer,Corey', 'trb', '7')","All five Wolves starters scored in double figures, including 15 STAT rebounds and six assists for Brewer."
"('Brewer,Corey', 'ast', '6')","All five Wolves starters scored in double figures, including 15 seven rebounds and STAT assists for Brewer."
"('Parsons,Chandler', 'pts', '15')",Tyson PLAYER_FIRST had his 11th double double of the season with STAT points and 18 rebounds.
"('Chandler,Tyson', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had his 11th double double of the season with STAT points and 18 rebounds.
"('Chandler,Tyson', 'trb', '18')",PLAYER_FIRST PLAYER_LAST had his 11th double double of the season with STAT rebounds.
"('PHO', 'fg3', '13')",The Suns won in Dallas for just the second time in 13 games.
"('Morris,Markieff', 'trb', '10')",PLAYER_LAST had his fifth double double of the season with STAT rebounds.
"('DAL', 'fg3', '4')",Mavericks: Dallas swept four East teams on the same road trip for the second time in franchise history.
"('Green,Gerald', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points before fouling out with 2:56 remaining.
"('Dragic,Goran', 'fg3', '3')","Three nights after they set season highs in scoring in the same game against Indiana, PLAYER_LAST and Bledsoe picked up where they left off."
"('PHO', 'pts', '118')",Phoenix's _STAT_ points were a season high against Dallas.
"('Wade,Dwyane', 'pts', '28')","PLAYER_FIRST PLAYER_LAST matched his season high with STAT points, but scored only seven in the second half."
"('Antetokounmpo,Giannis', 'pts', '14')",Jabari Parker and PLAYER_FIRST PLAYER_LAST each had STAT points and Brandon Knight added 13.
"('Parker,Jabari', 'fg', '6')",The Bucks: PLAYER_LAST scored _STAT_ going STAT of 9 from the field in the first half.
"('Parker,Jabari', 'pts', '14')",PLAYER_FIRST PLAYER_LAST and Giannis Antetokounmpo each had STAT points and Brandon Knight added 13.
"('MIL', 'fg3', '9')",The Bucks: Parker scored _STAT_ going 6 of 9 from the field in the first half.
"('Hood,Rodney', 'fg3', '3')",PLAYER_LAST made a STAT pointer to cap the surge and bring Utah within 65 58 midway through the period.
"('Hayward,Gordon', 'fg3', '1')","They're carrying us and it's a great sight to see,"" said Ben Gordon, STAT of the few veterans in the rotation."
"('UTA', 'orb', '13')",Derrick Favors led the Jazz with 21 _STAT_ rebounds and a season high five blocked shots.
"('Favors,Derrick', 'pts', '21')","PLAYER_FIRST PLAYER_LAST led the Jazz with STAT points, _STAT_ rebounds and a season high five blocked shots."
"('Favors,Derrick', 'trb', '13')",PLAYER_FIRST PLAYER_LAST led the Jazz with 21 STAT rebounds and a season high five blocked shots.
"('Burke,Trey', 'fg3', '1')",Last year we took these guys to the wire and PLAYER_FIRST PLAYER_LAST hit a big STAT that killed us.
"('ORL', 'fg3', '7')","The Jazz had won seven games in a row against the Magic, dating back to Nov."
"('Kanter,Enes', 'pts', '16')","PLAYER_FIRST PLAYER_LAST had STAT points and Rodney Hood scored 15, but defense was again the problem for the reeling Jazz."
"('Stuckey,Rodney', 'pts', '14')","PLAYER_FIRST PLAYER_LAST and CJ Watson both had STAT points, while Luis Scola and Damjan Rudez each added 11."
"('West,David', 'fg', '6')",PLAYER_LAST made a difficult STAT footer in traffic to tie the game at 96 with 26.1 seconds remaining.
"('IND', 'fg3', '6')",He had all of his four steals in the opening quarter against Indiana and finished with six assists and six rebounds.
"('IND', 'fg3', '6')",He had all of his four steals in the opening quarter against Indiana and finished with six assists and six rebounds.
"('McLemore,Ben', 'pts', '12')","Collison scored _STAT_ points for the Kings, while PLAYER_FIRST PLAYER_LAST added STAT and Jason Thompson contributed nine points and 10 rebounds."
"('West,David', 'pts', '16')","PLAYER_FIRST PLAYER_LAST scored 14 of his STAT in the final two quarters, and missed on a 29 footer in overtime to end the game."
"('IND', 'fg3', '6')",They outscored the Pacers 6 5 in overtime.
"('Watson,C.J.', 'pts', '14')","Rodney Stuckey and CJ PLAYER_LAST both had STAT points, while Luis Scola and Damjan Rudez each added 11."
"('Collison,Darren', 'pts', '20')","PLAYER_LAST scored STAT points for the Kings, while Ben McLemore added 12 and Jason Thompson contributed nine points and 10 rebounds."
"('Thompson,Jason', 'pts', '9')","Collison scored _STAT_ points for the Kings, while Ben McLemore added 12 and PLAYER_FIRST PLAYER_LAST contributed STAT points and 10 rebounds."
"('Thompson,Jason', 'trb', '10')","Collison scored _STAT_ for the Kings, while Ben McLemore added 12 and PLAYER_FIRST PLAYER_LAST contributed nine STAT rebounds."
"('Covington,Robert', 'pts', '25')",PLAYER_FIRST PLAYER_LAST scored STAT points for Philadelphia and Michael Carter Williams added 20.
"('Smith,Josh', 'pts', '23')","PLAYER_FIRST PLAYER_LAST led Detroit with STAT points, and he also had eight rebounds and seven assists."
"('Smith,Josh', 'trb', '8')",PLAYER_FIRST PLAYER_LAST led Detroit with 23 and he also had STAT rebounds and seven assists.
"('Smith,Josh', 'ast', '7')",PLAYER_FIRST PLAYER_LAST led Detroit with 23 and he also had eight rebounds and STAT assists.
"('Jennings,Brandon', 'fg', '2')",Pistons: PLAYER_LAST and Caldwell Pope each went STAT of 10 from the field.
"('Jennings,Brandon', 'ast', '6')",PLAYER_LAST had STAT assists and five turnovers.
"('Jennings,Brandon', 'tov', '5')",PLAYER_LAST had six assists and STAT turnovers.
"('GSW', 'fg3', '12')",The Warriors had lost five straight and 11 of 12 and were 6 28 over 35 years in Chicago.
"('Butler,Jimmy', 'pts', '24')",PLAYER_FIRST PLAYER_LAST led the Bulls (12 8) with STAT points.
"('Green,Draymond', 'fg3', '7')",PLAYER_LAST shot STAT for 13 from 3 point range.
"('Curry,Stephen', 'pts', '19')",PLAYER_LAST had STAT points to give him double figure scoring in 18 of STAT games.
"('Curry,Stephen', 'pts', '19')",PLAYER_LAST had STAT points to give him double figure scoring in 18 of STAT games.
"('Curry,Stephen', 'fg', '5')"," seconds left, but PLAYER_LAST went STAT of 6 at the free throw line in the final seconds."
"('GSW', 'pts', '112')",Draymond Green scored a career high _STAT_ points and the Warriors beat the Chicago Bulls 112 102 on Saturday night.
"('Green,Draymond', 'pts', '31')",PLAYER_FIRST PLAYER_LAST scored a career high STAT points and the Warriors beat the Chicago Bulls 112 102 on Saturday night.
"('Thompson,Klay', 'pts', '24')","PLAYER_FIRST PLAYER_LAST added STAT points for the Warriors, who extended their league best record to 17 2."
"('Gasol,Pau', 'pts', '22')",PLAYER_FIRST PLAYER_LAST added STAT points and 20 rebounds.
"('Gasol,Pau', 'trb', '20')",PLAYER_FIRST PLAYER_LAST added STAT rebounds.
"('CHI', 'pts', '102')",Draymond Green scored a career high _STAT_ points and the Warriors beat the Chicago Bulls 112 102 on Saturday night.
"('HOU', 'pts', '100')",But Beverley made three free throws after that to make it 100 93 and Houston held on for the win.
"('Green,Gerald', 'pts', '16')",PLAYER_FIRST PLAYER_LAST added STAT points for the Suns and Tucker had 15.
"('Bledsoe,Eric', 'pts', '23')",PLAYER_FIRST PLAYER_LAST led the Suns with STAT points.
"('Motiejunas,Donatas', 'pts', '16')",PLAYER_FIRST PLAYER_LAST continued his recent strong play with STAT points and _STAT_ rebounds for his career best fourth straight game scoring at least 10.
"('Motiejunas,Donatas', 'trb', '11')",PLAYER_FIRST PLAYER_LAST continued his recent strong play with STAT rebounds for his career best fourth straight game scoring at least 10.
"('Harden,James', 'pts', '15')","PLAYER_LAST had STAT points, _STAT_ rebounds and seven assists."
"('Harden,James', 'trb', '12')",PLAYER_LAST had 15 STAT rebounds and seven assists.
"('Harden,James', 'ast', '7')",PLAYER_LAST had 15 _STAT_ rebounds and STAT assists.
"('Green,Gerald', 'fg3', '2')",PLAYER_LAST scored four quick to start an 11 STAT spurt which got the Suns within 43 31 midway through the quarter.
"('Morris,Markieff', 'fg3', '0')","PLAYER_FIRST PLAYER_LAST had the toughest time in that period, going STAT for 7."
