event,sentence
"('BOS', 'pts', '90')","Jayson Tatum had 16 points, Shane Larkin added 16 off the bench and the Celtics overcame an injury to Kyrie Irving and a 12 point, fourth quarter deficit to beat the Charlotte Hornets 90 87 on Friday night."
"('Brown,Jaylen', 'pts', '10')",Jaylen Brown added 10 points and 13 rebounds.
"('Brown,Jaylen', 'trb', '13')",Jaylen Brown added 10 points and 13 rebounds.
"('Rozier,Terry', 'pts', '15')","Terry Rozier finished with 15 points, seven rebounds and four assists, playing an increased role after Irving left the game in the first quarter after taking an elbow to the face."
"('Brown,Jaylen', 'fg', '3')","Celtics trailed by 12 after three quarters, but opened the fourth on a 16 3 run and took the lead with 4:05 to play on a basket by Brown."
"('Brown,Jaylen', 'ft', '3')","Celtics trailed by 12 after three quarters, but opened the fourth on a 16 3 run and took the lead with 4:05 to play on a basket by Brown."
"('CHO', 'ast', '20')",Kemba Walker led the Hornets with 20 points and 11 assists.
"('Larkin,Shane', 'pts', '16')","Jayson Tatum had 16 points, Shane Larkin added 16 off the bench and the Celtics overcame an injury to Kyrie Irving and a 12 point, fourth quarter deficit to beat the Charlotte Hornets 90 87 on Friday night."
"('Larkin,Shane', 'pts', '16')","Jayson Tatum had 16 points, Shane Larkin added 16 off the bench and the Celtics overcame an injury to Kyrie Irving and a 12 point, fourth quarter deficit to beat the Charlotte Hornets 90 87 on Friday night."
"('CHI', 'fg3', '7')","ENDORSEMENT FOR HOIBERG In a rare conversation with reporters following the All Star game announcement, team president Michael Reinsdorf said he was happy with the direction of the Bulls' rebuild under coach Fred Hoiberg despite the team's 2 7 record coming into the day."
"('Oladipo,Victor', 'pts', '25')","The 25 year old Oladipo was 11 of 20 from the field and finished with six assists, six rebounds and two steals, continuing his strong start."
"('Oladipo,Victor', 'fg', '11')","The 25 year old Oladipo was 11 of 20 from the field and finished with six assists, six rebounds and two steals, continuing his strong start."
"('Young,Thaddeus', 'fg', '6')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('Young,Thaddeus', 'pts', '13')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('Young,Thaddeus', 'trb', '8')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('IND', 'pts', '105')","Oladipo scored 25 points, and Indiana snapped a four game losing streak with a 105 87 victory over the Chicago Bulls on Friday night."
"('Portis,Bobby', 'pts', '20')", Bobby Portis led Chicago with 20 points and 11 rebounds in his second game of the season.
"('Portis,Bobby', 'trb', '11')", Bobby Portis led Chicago with 20 points and 11 rebounds in his second game of the season.
"('Bogdanovic,Bojan', 'fg3', '6')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('Bogdanovic,Bojan', 'pts', '22')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('Bogdanovic,Bojan', 'fg', '8')","Bojan Bogdanovic made six 3 pointers and scored 22 points for the Pacers, and Thaddeus Young finished with 13 points and eight rebounds."
"('CHI', 'pts', '87')","Oladipo scored 25 points, and Indiana snapped a four game losing streak with a 105 87 victory over the Chicago Bulls on Friday night."
"('Markkanen,Lauri', 'pts', '12')","Kris Dunn scored 16 points on 8 for 14 shooting, and rookie Lauri Markkanen had 12 points and 10 boards."
"('Markkanen,Lauri', 'trb', '10')","Kris Dunn scored 16 points on 8 for 14 shooting, and rookie Lauri Markkanen had 12 points and 10 boards."
"('Sabonis,Domantas', 'fg', '2')",Sabonis (calf) returned from a two game absence with eight points and nine rebounds.
"('Sabonis,Domantas', 'pts', '8')",Sabonis (calf) returned from a two game absence with eight points and nine rebounds.
"('Sabonis,Domantas', 'trb', '9')",Sabonis (calf) returned from a two game absence with eight points and nine rebounds.
"('Dunn,Kris', 'pts', '16')","Kris Dunn scored 16 points on 8 for 14 shooting, and rookie Lauri Markkanen had 12 points and 10 boards."
"('Dunn,Kris', 'fg', '8')","Kris Dunn scored 16 points on 8 for 14 shooting, and rookie Lauri Markkanen had 12 points and 10 boards."
"('Oladipo,Victor', 'pts', '25')","Oladipo scored 25 points, and Indiana snapped a four game losing streak with a 105 87 victory over the Chicago Bulls on Friday night."
"('CHI', 'orb', '11')", Bobby Portis led Chicago with 20 points and 11 rebounds in his second game of the season.
"('Evans,Jawun', 'pts', '3')","TIP INS Clippers: G Jawun Evans, who played at nearby Oklahoma State last season, scored three points in 16 minutes."
"('Anthony,Carmelo', 'pts', '14')",Carmelo Anthony and Alex Abrines each scored 14 points.
"('Westbrook,Russell', 'pts', '22')", Russell Westbrook had 22 points and eight assists in the Thunder's highest scoring game of the season.
"('Westbrook,Russell', 'fg', '8')", Russell Westbrook had 22 points and eight assists in the Thunder's highest scoring game of the season.
"('Westbrook,Russell', 'ast', '8')", Russell Westbrook had 22 points and eight assists in the Thunder's highest scoring game of the season.
"('Rivers,Austin', 'fg3', '3')","A 3 pointer by Austin Rivers tied it at 105 midway through the fourth, but the Thunder held the Clippers to one field goal in the final three minutes to regain control."
"('LAC', 'pts', '111')",George scored 42 points and Oklahoma City snapped a four game losing streak with a 120 111 victory over the Los Angeles Clippers on Friday night.
"('Williams,Lou', 'pts', '35')"," Lou Williams scored 35 points for the Clippers, and Blake Griffin had 17 points on 5 for 19 shooting."
"('Griffin,Blake', 'pts', '17')"," Lou Williams scored 35 points for the Clippers, and Blake Griffin had 17 points on 5 for 19 shooting."
"('Griffin,Blake', 'fg', '5')"," Lou Williams scored 35 points for the Clippers, and Blake Griffin had 17 points on 5 for 19 shooting."
"('OKC', 'pts', '120')",George scored 42 points and Oklahoma City snapped a four game losing streak with a 120 111 victory over the Los Angeles Clippers on Friday night.
"('Abrines,Alex', 'pts', '14')",Carmelo Anthony and Alex Abrines each scored 14 points.
"('Thornwell,Sindarius', 'pts', '10')",G Sindarius Thornwell got his first career start in place of Beverley and scored 10 points.
"('Jordan,DeAndre', 'pts', '9')", Jordan finished with nine points and 12 rebounds.
"('Jordan,DeAndre', 'trb', '12')", Jordan finished with nine points and 12 rebounds.
"('George,Paul', 'pts', '42')",George scored 42 points and Oklahoma City snapped a four game losing streak with a 120 111 victory over the Los Angeles Clippers on Friday night.
"('George,Paul', 'fg3', '4')",George scored 42 points and Oklahoma City snapped a four game losing streak with a 120 111 victory over the Los Angeles Clippers on Friday night.
"('George,Paul', 'fg', '13')", George made 13 of 22 shots and had nine rebounds and seven assists.
"('Roberson,Andre', 'trb', '11')",G Andre Roberson had 11 rebounds.
"('Anthony,Carmelo', 'ft', '3')",A 3 pointer by Anthony pushed Oklahoma City's lead to 15.
"('Antetokounmpo,Giannis', 'pts', '28')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('Antetokounmpo,Giannis', 'fg', '12')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('Antetokounmpo,Giannis', 'trb', '12')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('Antetokounmpo,Giannis', 'ft', '4')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('MIL', 'pts', '94')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('Bledsoe,Eric', 'trb', '4')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('Aldridge,LaMarcus', 'pts', '20')","Aldridge muscled his way to the basket and scored 20 points on 8 for 14 shooting, but had only two attempts in the fourth quarter."
"('Aldridge,LaMarcus', 'fg', '8')","Aldridge muscled his way to the basket and scored 20 points on 8 for 14 shooting, but had only two attempts in the fourth quarter."
"('Bledsoe,Eric', 'pts', '13')"," Bledsoe made his first attempt, a runner from 13 feet."
"('SAS', 'pts', '87')","Antetokounmpo had 28 points and 12 rebounds, and Milwaukee snapped a four game skid with a 94 87 victory over San Antonio in Bledsoe's debut with the Bucks."
"('SAS', 'tov', '18')","San Antonio had 18 turnovers, two short of its season worst."
"('Middleton,Khris', 'pts', '13')", TIP INS Bucks: Middleton had 13 points.
"('SAS', 'pts', '87')","Manu Ginobili's hanging, left handed bank shot led to a three point play that got the Spurs within 89 87 with 2:26 remaining, but the Bucks extended their lead on jumpers by Bledsoe and Khris Middleton."
"('Brogdon,Malcolm', 'pts', '9')","Despite having scored 20 points in three straight games, Malcolm Brogdon came off the bench for the first time this season after starting nine games."
"('Ginobili,Manu', 'pts', '18')",""" said Ginobili, who had a season high 18 points."
"('Warren,T.J.', 'pts', '20')", TJ Warren had 20 points and rookie forward Josh Jackson had a career high 18 points for the Suns.
"('Fournier,Evan', 'pts', '14')"," Nikola Vucevic added 19 points, reserve Jonathon Simmons and Terrence Ross scored 17 points apiece and Evan Fournier had 14 for the Magic."
"('Ross,Terrence', 'ft', '3')"," Suns scoring leader Devin Booker, covered most of the game by Ross, scored nine points on 3 of 10 shooting, tying a season low in scoring."
"('PHO', 'pts', '112')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
"('Booker,Devin', 'pts', '9')"," Suns scoring leader Devin Booker, covered most of the game by Ross, scored nine points on 3 of 10 shooting, tying a season low in scoring."
"('Booker,Devin', 'fg', '3')"," Suns scoring leader Devin Booker, covered most of the game by Ross, scored nine points on 3 of 10 shooting, tying a season low in scoring."
"('Booker,Devin', 'ft', '3')"," Suns scoring leader Devin Booker, covered most of the game by Ross, scored nine points on 3 of 10 shooting, tying a season low in scoring."
"('James,Mike', 'pts', '18')"," Alex Len had 21 points and 13 rebounds, and Michael James scored 18 points for Phoenix."
"('Ross,Terrence', 'pts', '17')"," Nikola Vucevic added 19 points, reserve Jonathon Simmons and Terrence Ross scored 17 points apiece and Evan Fournier had 14 for the Magic."
"('Len,Alex', 'pts', '21')"," Alex Len had 21 points and 13 rebounds, and Michael James scored 18 points for Phoenix."
"('Len,Alex', 'trb', '13')"," Alex Len had 21 points and 13 rebounds, and Michael James scored 18 points for Phoenix."
"('Gordon,Aaron', 'pts', '22')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
"('Gordon,Aaron', 'fg', '7')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
"('Gordon,Aaron', 'trb', '7')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
"('Gordon,Aaron', 'orb', '0')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
"('Gordon,Aaron', 'orb', '0')","Gordon had 22 points and seven rebounds, and he made both his 3 point attempts to take over the NBA league in 3 point percentage in the Magic's 128 112 victory over the Phoenix Suns on Friday night."
